chr1	36466355	36466361	7078
chr1	36466361	36466362	5758
chr1	36466362	36466363	5221
chr1	36466363	36466365	4696
chr1	36466365	36466381	4703
chr1	36466381	36466383	3974
chr1	36466383	36466384	3969
chr1	36466384	36466387	3996
chr1	36466387	36466398	5000
chr1	36466398	36466401	5826
chr1	36466401	36466402	6641
chr1	36466402	36466403	8181
chr1	36466403	36466413	9639
chr1	36466413	36466414	9788
chr1	36466414	36466423	9827
chr1	36466423	36466424	8207
chr1	36466424	36466425	7441
chr1	36466425	36466426	6677
chr1	36466426	36466427	8031
chr1	36466427	36466457	9349
chr1	36466457	36466475	9356
chr1	36466475	36466476	8628
chr1	36466476	36466478	7900
chr1	36466478	36466479	6791
chr1	36466479	36466481	6785
chr1	36466481	36466485	7185
chr1	36466485	36466486	5828
chr1	36466486	36466487	5166
chr1	36466487	36466512	4507
chr1	36466512	36466531	4500
chr1	36466531	36466533	3674
chr1	36466533	36466534	4496
chr1	36466534	36466535	3492
chr1	36466535	36466545	3747
chr1	36466545	36466547	2921
chr1	36466547	36466548	2106
chr1	36466548	36466550	2115
chr1	36466550	36466551	2968
chr1	36466551	36466553	3791
chr1	36466553	36466560	4046
chr1	36466560	36466561	3897
chr1	36466561	36466563	3858
chr1	36466563	36466564	4683
chr1	36466564	36466574	5508
chr1	36466574	36466576	5517
chr1	36466576	36466577	7121
chr1	36466577	36466579	7976
chr1	36466579	36466580	9605
chr1	36466580	36466582	11203
chr1	36466582	36466584	12027
chr1	36466584	36466600	12852
chr1	36466600	36466604	12854
chr1	36466604	36466606	12847
chr1	36466606	36466607	14539
chr1	36466607	36466620	14613
chr1	36466620	36466628	14179
chr1	36466628	36466633	13779
chr1	36466633	36466635	13787
chr1	36466635	36466654	13788
chr1	36466654	36466657	14222
chr1	36466657	36466658	14622
chr1	36466658	36466659	14623
chr1	36466659	36466679	14625
chr1	36466679	36466682	13803
chr1	36466682	36466684	13546
chr1	36466684	36466685	12746
chr1	36466685	36466687	11946
chr1	36466687	36466693	13324
chr1	36466693	36466697	13315
chr1	36466697	36466698	12461
chr1	36466698	36466700	11639
chr1	36466700	36466701	11384
chr1	36466701	36466709	11418
chr1	36466709	36466710	9789
chr1	36466710	36466711	8165
chr1	36466711	36466712	6544
chr1	36466712	36466713	8194
chr1	36466713	36466721	9973
chr1	36466721	36466723	9962
chr1	36466723	36466724	9108
chr1	36466724	36466725	7955
chr1	36466725	36466726	7918
chr1	36466726	36466727	8624
chr1	36466727	36466728	9834
chr1	36466728	36466729	10340
chr1	36466729	36466732	9515
chr1	36466732	36466745	10837
chr1	36466745	36466747	11057
chr1	36466747	36466748	10364
chr1	36466748	36466750	9677
chr1	36466750	36466753	11392
chr1	36466753	36466771	11384
chr1	36466771	36466777	11350
chr1	36466777	36466778	12071
chr1	36466778	36466779	12070
chr1	36466779	36466780	12868
chr1	36466780	36466781	11652
chr1	36466781	36466782	10986
chr1	36466782	36466783	9658
chr1	36466783	36466785	8999
chr1	36466785	36466801	10545
chr1	36466801	36466804	10111
chr1	36466804	36466805	9711
chr1	36466805	36466806	8060
chr1	36466806	36466807	7166
chr1	36466807	36466808	6280
chr1	36466808	36466809	6951
chr1	36466809	36466831	7640
chr1	36466831	36466832	9324
chr1	36466832	36466838	10998
chr1	36466838	36466840	11670
chr1	36466840	36466849	12468
chr1	36466849	36466854	12248
chr1	36466854	36466855	11388
chr1	36466855	36466857	10534
chr1	36466857	36466859	10956
chr1	36466859	36466860	11733
chr1	36466860	36466862	11732
chr1	36466862	36466863	12500
chr1	36466863	36466868	12501
chr1	36466868	36466870	13033
chr1	36466870	36466871	13779
chr1	36466871	36466873	13247
chr1	36466873	36466883	12501
chr1	36466883	36466896	12451
chr1	36466896	36466909	12450
chr1	36466909	36466910	13836
chr1	36467227	36467237	7776
chr1	36467237	36467238	7775
chr1	36467238	36467239	6961
chr1	36467239	36467248	6142
chr1	36467248	36467249	6271
chr1	36467249	36467261	6548
chr1	36467261	36467275	6556
chr1	36467275	36467290	6558
chr1	36467290	36467291	4842
chr1	36467291	36467292	4036
chr1	36467292	36467293	3234
chr1	36467293	36467294	4037
chr1	36467294	36467303	4585
chr1	36467303	36467305	5389
chr1	36467305	36467308	5937
chr1	36467308	36467313	5945
chr1	36467555	36467560	7613
chr1	36467560	36467564	7604
chr1	36467564	36467567	7595
chr1	36467567	36467568	9281
chr1	36467568	36467573	10905
chr1	36467573	36467574	10894
chr1	36467574	36467580	10885
chr1	36467580	36467582	9421
chr1	36467582	36467583	8568
chr1	36467583	36467612	7717
chr1	36467612	36467613	6063
chr1	36467613	36467614	5247
chr1	36467614	36467636	4431
chr1	36467636	36467638	4043
chr1	36467638	36467639	4032
chr1	36467639	36467641	4023
chr1	36467641	36467642	5741
chr1	36467642	36467652	6157
chr1	36467652	36467653	4472
chr1	36467819	36467828	11240
chr1	36467828	36467833	11244
chr1	36467833	36467835	11240
chr1	36467835	36467836	10458
chr1	36467836	36467837	10457
chr1	36467837	36467838	8790
chr1	36467838	36467839	7943
chr1	36467839	36467840	7104
chr1	36467840	36467841	7890
chr1	36467841	36467847	8751
chr1	36467847	36467854	7926
chr1	36467854	36467855	8714
chr1	36467855	36467857	9904
chr1	36467857	36467861	11798
chr1	36467861	36467862	11030
chr1	36467862	36467892	10211
chr1	36467892	36467908	10209
chr1	36467908	36467911	9822
chr1	36467911	36467916	10562
chr1	36467916	36467919	12194
chr1	36467919	36467920	11243
chr1	36467920	36467921	12705
chr1	36467921	36467922	12917
chr1	36467922	36467925	13119
chr1	36467925	36467937	13852
chr1	36467937	36467947	13854
chr1	36467947	36467948	13009
chr1	36467948	36467964	11054
chr1	36468072	36468090	5789
chr1	36468090	36468092	7137
chr1	36468092	36468102	8477
chr1	36468102	36468125	9180
chr1	36468125	36468136	9167
chr1	36468136	36468138	9161
chr1	36468138	36468139	8487
chr1	36468139	36468140	7813
chr1	36468140	36468150	6473
